Firm,Period,ICB Sector,ROA,ROE,TA,Total Liabilities,OI_GROWTH,REV_GROWTH_YoY_in_percent,Treated,After_YoY
TPIA.JK,2019Q2,Chemicals,0.504692029,1,45108554750000,20086823500000,-34.70526251,-16.31269035,0,0
TPMA.JK,2019Q2,Industrial Transportation,1.223725586,2,1552253597500,507399097500,-39.36663172,-7.348613225,1,0
TRAM.JK,2019Q2,Industrial Transportation,1.433497399,3,11321558949000,1409565186600,-123.1168317,484.0488448,1,0
TRIM.JK,2019Q2,Investment Banking and Brokerage Services,1.009190384,2,1680046067000,854801923000,2.427128006,-3.47811998,1,0
TRIS.JK,2019Q2,Personal Goods,0.083258312,-1,639964877090,393290973230,12.47008206,70.3573736,1,0
TRST.JK,2019Q2,General Industrials,0.250774599,1,4396729370300,2203199109180,5.859494274,7.225085195,1,0
TRUK.JK,2019Q2,Industrial Transportation,-0.750778827,-1,92407744480,23707111910,471.9600509,30.66912299,1,0
TRUS.JK,2019Q2,Investment Banking and Brokerage Services,1.800504517,2,300504792340,24120510450,8.067048871,9.328295634,1,0
TSPC.JK,2019Q2,Pharmaceuticals and Biotechnology,1.588278645,2,8064809077590,2758396213060,3.886868022,9.716608285,0,0
TURI.JK,2019Q2,Retailers,2.37797619,4,6298241000000,2573149000000,26.0650796,-4.506199766,1,0
ULTJ.JK,2019Q2,Food Producers,3.476990591,4,6175342000000,1145099000000,16.92443618,16.88440234,0,0
UNIC.JK,2019Q2,Chemicals,0.576810679,1,3121097007500,918965336250,-58.90992485,-25.15742293,0,0
UNIT.JK,2019Q2,Investment Banking and Brokerage Services,-0.022568124,0,420832801630,292164930230,-3.95892219,71.31661391,1,0
UNTR.JK,2019Q2,Industrial Engineering,2.182048976,5,118272343000000,63471726000000,0.230360349,3.835281173,1,0
UNVR.JK,2019Q2,"Personal Care, Drug and Grocery Stores",8.884577097,28,21827321000000,16752108000000,15.61176611,3.406143059,0,0
VICO.JK,2019Q2,Investment Banking and Brokerage Services,0.072473968,1,29753024294000,27082151635000,-51.02825577,8.57893594,1,0
VOKS.JK,2019Q2,Technology Hardware & Equipment,1.515345657,4,2432669715360,1522542526590,403.9144188,32.26748165,0,0
VRNA.JK,2019Q2,Finance and Credit Services,-0.731841949,-3,2607815045000,2119588261000,-10.60589223,27.00861732,0,0
WAPO.JK,2019Q2,Food Producers,-1.03080623,-1,102245111740,9533743440,-166.7720411,-15.0290875,0,0
WEGE.JK,2019Q2,Construction and Materials,1.855259863,5,5741352240540,3353649924400,-31.91696914,-7.537661168,0,0
WEHA.JK,2019Q2,Travel and Leisure,0.855308279,2,325500985540,183456963310,9.227765828,10.57387485,1,0
WICO.JK,2019Q2,Retailers,-1.715550667,-3,396195417030,132842655140,512.0234462,38.08501737,1,0
WIIM.JK,2019Q2,Tobacco,0.253344157,0,1288492474530,288287850290,273.0800504,-1.080919133,1,0
WIKA.JK,2019Q2,Construction and Materials,1.145187902,4,59638894460000,42929876283000,26.99864423,-27.68770855,0,0
WINS.JK,2019Q2,Industrial Transportation,-1.080997746,-2,3767088345000,1729464293750,128.2380273,-12.61931169,1,0
WOMF.JK,2019Q2,Finance and Credit Services,0.407565226,3,8360758000000,7168531000000,-9.459964356,-6.999440804,0,0
WOOD.JK,2019Q2,Household Goods and Home Construction,1.352118623,3,4867896076500,1998563901410,8.765745653,10.82465963,0,0
WSBP.JK,2019Q2,Construction and Materials,0.614917766,1,14702052913750,6448428229940,-52.87125599,4.650697917,0,0
WSKT.JK,2019Q2,Construction and Materials,0.167029431,2,132574015828860,114549693976480,-66.43016226,-41.79854675,0,0
WTON.JK,2019Q2,Construction and Materials,1.084933854,3,8847623306060,5619164507280,21.33727243,-4.147006123,0,0
YELO.JK,2019Q2,Consumer Services,0.452363677,0,84879114730,3600062140,325.2225976,97.9145484,1,0
YPAS.JK,2019Q2,Chemicals,-0.714192546,-2,301324114550,207530509740,-105.6508296,-5.020258789,0,0
YULE.JK,2019Q2,Investment Banking and Brokerage Services,0.811709944,1,382977599260,4185210590,321.0407204,-38.7173913,1,0
ZINC.JK,2019Q2,Industrial Metals and Mining,4.004027402,8,1300213401170,678317816530,45.93197141,24.03658396,1,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
